,one,two,three,four,five,six,seven,eight,nine,label
1275,TOP2_YEAST,0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7,Positive
1276,TOP3_YEAST,0.53,0.51,0.54,0.21,0.5,0.0,0.45,0.22,Positive
1277,TOR2_YEAST,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,negative
1287,TRK1_YEAST,0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83,Positive
1288,TRK2_YEAST,0.59,0.48,0.41,0.53,0.5,0.0,0.48,0.56,Positive
1289,TRNL_YEAST,0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25,Positive
1298,TSM1_YEAST,0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27,Positive
1299,TTP1_YEAST,0.79,0.62,0.35,0.35,0.5,0.0,0.6,0.28,Positive
1305,TUP1_YEAST,0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22,Positive
1306,TYE7_YEAST,0.36,0.52,0.61,0.33,0.5,0.0,0.52,0.37,Positive
1312,UBC6_YEAST,0.43,0.48,0.36,0.26,0.5,0.0,0.52,0.22,Positive
1319,UGA3_YEAST,0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54,Positive
1320,UGA4_YEAST,0.42,0.51,0.33,0.16,0.5,0.0,0.54,0.22,Positive
1321,UME5_YEAST,0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31,Positive
1322,UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0.0,0.5,0.49,Positive
1323,UNG_YEAST,0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38,Positive
1325,PYR1_YEAST,0.56,0.49,0.47,0.13,0.5,0.0,0.52,0.22,Positive
1329,USO1_YEAST,0.5,0.47,0.45,0.14,0.5,0.0,0.53,0.32,Positive
1330,YEU2_YEAST,0.55,0.49,0.6,0.18,0.5,0.0,0.51,0.22,Positive
1331,VAC1_YEAST,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,negative
1334,VATA_YEAST,0.36,0.51,0.51,0.17,0.5,0.0,0.52,0.22,negative
1335,VM11_YEAST,0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,negative
1336,VATB_YEAST,0.44,0.35,0.55,0.14,0.5,0.0,0.52,0.22,negative
1337,VATL_YEAST,0.73,0.59,0.35,0.15,0.5,0.0,0.54,0.22,negative
1338,VATE_YEAST,0.6,0.37,0.52,0.15,0.5,0.0,0.55,0.26,negative
1339,VATC_YEAST,0.64,0.61,0.56,0.15,0.5,0.0,0.54,0.22,negative
1340,VATX_YEAST,0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22,negative
1341,VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,negative
1342,VATD_YEAST,0.48,0.49,0.49,0.26,0.5,0.0,0.39,0.27,negative
1343,VPH1_YEAST,0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25,negative
1344,VM12_YEAST,0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27,negative
1351,VP34_YEAST,0.57,0.47,0.48,0.17,0.5,0.0,0.52,0.26,negative
1355,XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47,Positive
1359,YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0.0,0.53,0.48,Positive
1360,YAC2_YEAST,0.49,0.53,0.36,0.15,0.5,0.0,0.52,0.27,Positive
1361,YAE2_YEAST,0.39,0.63,0.41,0.27,0.5,0.0,0.49,0.22,Positive
1362,YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22,Positive
1364,YAG3_YEAST,0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,Positive
1365,YAG7_YEAST,0.49,0.49,0.4,0.2,0.5,0.0,0.48,0.26,Positive
1366,PDR4_YEAST,0.57,0.53,0.6,0.28,0.5,0.0,0.52,0.45,Positive
1370,AP54_YEAST,0.33,0.49,0.46,0.22,0.5,0.0,0.53,0.33,Positive
1371,ADB1_YEAST,0.47,0.41,0.46,0.18,0.5,0.0,0.53,0.22,Positive
1374,YBC4_YEAST,0.32,0.3,0.57,0.38,0.5,0.0,0.5,0.25,Positive
1375,YBE2_YEAST,0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25,Positive
1376,YBG6_YEAST,0.28,0.41,0.46,0.18,0.5,0.0,0.47,0.39,Positive
1377,YBI8_YEAST,0.45,0.5,0.43,0.16,0.5,0.0,0.52,0.28,Positive
1380,YBT6_YEAST,0.54,0.44,0.38,0.22,0.5,0.0,0.54,0.3,Positive
1381,YBY2_YEAST,0.22,0.53,0.36,0.22,0.5,0.0,0.54,0.31,Positive
1382,YB00_YEAST,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,Positive
1383,YB30_YEAST,0.43,0.41,0.37,0.18,0.5,0.0,0.54,0.31,Positive
1384,YB32_YEAST,0.4,0.44,0.47,0.25,0.5,0.0,0.54,0.56,Positive
1385,YB33_YEAST,0.46,0.59,0.38,0.12,0.5,0.0,0.5,0.22,Positive
1387,YB48_YEAST,0.29,0.39,0.46,0.36,0.5,0.0,0.51,0.22,Positive
1388,YB54_YEAST,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,Positive
1389,YB72_YEAST,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,Positive
1390,YB91_YEAST,0.43,0.6,0.4,0.12,0.5,0.0,0.49,0.29,Positive
1392,YB8G_YEAST,0.65,0.62,0.26,0.33,0.5,0.0,0.55,0.22,Positive
1394,YCFI_YEAST,0.47,0.61,0.32,0.27,0.5,0.0,0.5,0.3,Positive
1395,YCK1_YEAST,0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32,Positive
1398,YCD8_YEAST,0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22,Positive
1400,YCH0_YEAST,0.55,0.35,0.36,0.29,0.5,0.0,0.51,0.22,Positive
1401,YCQ0_YEAST,0.35,0.32,0.31,0.16,0.5,0.0,0.56,0.22,Positive
1402,YCQ7_YEAST,0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22,Positive
1403,YCR3_YEAST,0.69,0.57,0.39,0.19,0.5,0.0,0.48,0.39,Positive
1405,YCR8_YEAST,0.39,0.56,0.34,0.18,0.5,0.0,0.49,0.22,Positive
1406,YCS4_YEAST,0.51,0.38,0.42,0.21,0.5,0.0,0.46,0.34,Positive
1407,YCT8_YEAST,0.32,0.45,0.39,0.14,0.5,0.0,0.45,0.22,Positive
1409,YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0.0,0.46,0.29,Positive
1411,YCY8_YEAST,0.28,0.48,0.36,0.16,0.5,0.0,0.53,0.22,Positive
1412,YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,Positive
1413,YD66_YEAST,0.52,0.65,0.36,0.26,0.5,0.0,0.44,0.22,Positive
1416,YEA6_YEAST,0.42,0.71,0.45,0.15,0.5,0.0,0.48,0.22,Positive
1417,YEP0_YEAST,0.38,0.37,0.36,0.14,0.5,0.0,0.54,0.22,Positive
1418,YE14_YEAST,0.4,0.4,0.44,0.37,0.5,0.0,0.53,0.25,Positive
1419,YGL1_YEAST,0.38,0.56,0.38,0.16,0.5,0.0,0.53,0.22,Positive
1421,YHA8_YEAST,0.63,0.65,0.42,0.18,0.5,0.0,0.54,0.27,Positive
1422,YHA9_YEAST,0.47,0.4,0.63,0.19,0.5,0.0,0.52,0.32,Positive
1424,YHC6_YEAST,0.61,0.76,0.3,0.16,0.5,0.0,0.45,0.41,Positive
1425,RIMI_YEAST,0.33,0.38,0.47,0.14,0.5,0.0,0.51,0.47,Positive
1426,YHD5_YEAST,0.38,0.67,0.33,0.17,0.5,0.0,0.51,0.22,Positive
1427,YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0.0,0.47,0.22,Positive
1428,YHF0_YEAST,0.5,0.63,0.45,0.13,0.5,0.0,0.45,0.32,Positive
1429,YHG2_YEAST,0.2,0.6,0.5,0.29,0.5,0.0,0.51,0.22,Positive
1430,YHI7_YEAST,0.29,0.26,0.43,0.17,0.5,0.0,0.55,0.3,Positive
1431,YHJ2_YEAST,0.51,0.46,0.41,0.36,0.5,0.0,0.49,0.22,Positive
1433,YHK8_YEAST,0.49,0.56,0.37,0.2,0.5,0.0,0.53,0.22,Positive
1434,YHN8_YEAST,0.86,0.78,0.34,0.15,0.5,0.0,0.53,0.22,Positive
1435,YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0.0,0.53,0.52,Positive
1438,YHT3_YEAST,0.49,0.55,0.35,0.23,0.5,0.0,0.57,0.22,Positive
1439,YHU0_YEAST,0.63,0.71,0.44,0.53,0.5,0.0,0.52,0.22,Positive
1440,YHU2_YEAST,0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,Positive
1441,YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,Positive
1442,YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,Positive
1445,YIB3_YEAST,0.52,0.46,0.34,0.2,0.5,0.0,0.51,0.25,Positive
1447,YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,Positive
1448,YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,Positive
1451,YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,Positive
1452,YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,Positive
1453,YKA8_YEAST,0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,Positive
1454,MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,Positive
1455,YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,Positive
1461,YKS8_YEAST,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,Positive
1463,YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,Positive
1464,YKY8_YEAST,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,Positive
1465,YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,Positive
1466,YK68_YEAST,0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,Positive
1472,YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,Positive
1479,YUR1_YEAST,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,Positive
1480,ZIP1_YEAST,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,Positive
1481,ZNRP_YEAST,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,Positive
1482,ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,Positive
